Campus Name,Campus,Campus Type,Campus Type Description
LEON H S,145911002,43,Rural: Remote
LEON H SABLATURA MIDDLE,20908108,21,Suburb: Large
LEON HEIGHTS EL,14903102,23,Suburb: Small
LEON SPRINGS EL,15915152,11,City: Large
LEON TAYLOR J H,205903042,31,Town: Fringe
LEON VALLEY,141902003,32,Town: Distant
LEON VALLEY EL,15915108,21,Suburb: Large
LEONARD EL,74909101,42,Rural: Distant
LEONARD EL,101914144,41,Rural: Fringe
LEONARD EVANS JR MIDDLE,43907045,22,Suburb: Midsize
LEONARD H S,74909001,42,Rural: Distant
LEONARD INT,74909102,42,Rural: Distant
LEONARD J H,74909041,42,Rural: Distant
LEONARD MIDDLE,220905061,11,City: Large
LEONARD SHANKLIN EL,28903101,32,Town: Distant
LEONIDES GONZALEZ CIGARROA MD EL,57905278,11,City: Large
LESLIE A STEMMONS EL,57905210,11,City: Large
LESTER DAVIS,61901005,12,City: Midsize
LETOT CAMPUS,57814005,11,City: Large
LEVELLAND ACADEMIC BEGINNINGS CENTER,110902106,41,Rural: Fringe
LEVELLAND H S,110902001,32,Town: Distant
LEVELLAND INT,110902042,32,Town: Distant
LEVELLAND MIDDLE,110902041,41,Rural: Fringe
LEVERETTS CHAPEL EL,201904101,42,Rural: Distant
LEVERETTS CHAPEL H S,201904001,42,Rural: Distant
LEVERETTS CHAPEL J H,201904041,42,Rural: Distant
LEWIS EL,129902107,21,Suburb: Large
LEWIS EL,15915168,11,City: Large
LEWIS EL,101912194,11,City: Large
LEWIS MIDDLE,101902052,21,Suburb: Large
LEWISVILLE EL,61902143,21,Suburb: Large
LEWISVILLE H S,61902001,21,Suburb: Large
LEXINGTON CREEK EL,79907132,21,Suburb: Large
LEXINGTON EL,144902101,43,Rural: Remote
LEXINGTON H S,144902001,43,Rural: Remote
LEXINGTON MIDDLE,144902041,43,Rural: Remote
LEYENDECKER EL,240901108,11,City: Large
LIBBY EL,183902103,32,Town: Distant
LIBERTY CREDIT RECOVERY,235902006,13,City: Small
LIBERTY DAEP,235902004,13,City: Small
LIBERTY EL,220915105,21,Suburb: Large
LIBERTY EL,159901120,33,Town: Remote
LIBERTY EL,220907120,21,Suburb: Large
LIBERTY EL,61902135,21,Suburb: Large
LIBERTY EL,146906103,32,Town: Distant
LIBERTY EL,220920101,21,Suburb: Large
LIBERTY GROVE EL,57909158,21,Suburb: Large
LIBERTY H S,43905006,41,Rural: Fringe
LIBERTY H S,101912324,11,City: Large
LIBERTY H S,146906001,41,Rural: Fringe
LIBERTY HILL EL,246908101,41,Rural: Fringe
LIBERTY HILL H S,246908001,42,Rural: Distant
LIBERTY HILL INT,246908102,41,Rural: Fringe
LIBERTY HILL J H,246908041,41,Rural: Fringe
LIBERTY HILL MIDDLE,14906049,12,City: Midsize
LIBERTY J H,57916049,11,City: Large
LIBERTY MEMORIAL MIDDLE,31906042,41,Rural: Fringe
LIBERTY MIDDLE,108909044,21,Suburb: Large
LIBERTY MIDDLE,146906041,41,Rural: Fringe
LIBERTY-EYLAU EARLY CHILDHOOD CENTER,19908102,13,City: Small
LIBERTY-EYLAU EL,19908103,23,Suburb: Small
LIBERTY-EYLAU H S,19908001,13,City: Small
LIBERTY-EYLAU MIDDLE,19908041,41,Rural: Fringe
LIDA HOOE EL,57905158,11,City: Large
LIECK EL,15915225,41,Rural: Fringe
LIEDER EL,101907111,21,Suburb: Large
LIESTMAN EL,101903109,11,City: Large
LIFE H S WAXAHACHIE,57807002,21,Suburb: Large
LIFE MIDDLE WAXAHACHIE,57807041,21,Suburb: Large
LIFE SCHOOL CARROLLTON,57807106,21,Suburb: Large
LIFE SCHOOL CEDAR HILL,57807104,21,Suburb: Large
LIFE SCHOOL LANCASTER,57807102,41,Rural: Fringe
LIFE SCHOOL MOUNTAIN CREEK,57807105,11,City: Large
LIFE SCHOOL OAK CLIFF,57807001,11,City: Large
LIFE SCHOOL RED OAK,57807101,41,Rural: Fringe
LIGARDE EL,240901124,11,City: Large
LIGHT FARMS EL,43912105,41,Rural: Fringe
LIGHTHOUSE CHARTER SCHOOL,15825101,11,City: Large
LIGHTHOUSE CHARTER SCHOOL - B CAMPUS,15825001,11,City: Large
LIGHTHOUSE LEARNING CENTER - DAEP,20905004,23,Suburb: Small
LIGHTHOUSE LEARNING CENTER - JJAEP,20905005,23,Suburb: Small
LILLIAN EL,126901103,41,Rural: Fringe
LILLIE J JACKSON EARLY CHILDHOOD CENTER,61902141,21,Suburb: Large
LILLION E LUEHRS J H,178902041,32,Town: Distant
LILY B CLAYTON EL,220905116,11,City: Large
LINCOLN EL,108904108,13,City: Small
LINCOLN EL,170903102,41,Rural: Fringe
LINCOLN HUMANITIES/COMMUNICATIONS MAGNET HIGH SCH,57905009,11,City: Large
LINCOLN J H,204901041,42,Rural: Distant
LINCOLN MIDDLE,71902051,11,City: Large
LINCOLN MIDDLE,123907043,13,City: Small
LINCOLN MIDDLE,226903045,12,City: Midsize
LINCOLN PARK SCH,31901127,12,City: Midsize
LINDA HERRINGTON EL,246909138,41,Rural: Fringe
LINDA JOBE MIDDLE,220908046,21,Suburb: Large
LINDA LYON EL,199901115,41,Rural: Fringe
LINDA TUTT H S,61908003,31,Town: Fringe
LINDALE H S,212903001,31,Town: Fringe
LINDALE J H,212903041,41,Rural: Fringe
LINDEN EL,34905102,43,Rural: Remote
LINDEN-KILDARE H S,34905002,43,Rural: Remote
LINDER EL,227901160,11,City: Large
LINDSAY EL,49907101,42,Rural: Distant
LINDSAY H S,49907001,42,Rural: Distant
LINGLEVILLE SCHOOL,72909001,42,Rural: Distant
LINTON EL,15915131,11,City: Large
LIPAN EL,111902102,43,Rural: Remote
LIPAN H S,111902003,43,Rural: Remote
LISCANO EL,43905144,41,Rural: Fringe
LIT CYPR-MRCEVILLE H S,181908001,22,Suburb: Midsize
LITTLE CYPRESS EL,181908101,22,Suburb: Midsize
LITTLE CYPRESS INT,181908103,22,Suburb: Midsize
LITTLE CYPRESS J H,181908041,22,Suburb: Midsize
LITTLE EAGLES EARLY LEARNING CENTER,57906111,21,Suburb: Large
LITTLE EL,220901146,11,City: Large
LITTLE ELM H S,61914001,21,Suburb: Large
LITTLEFIELD EL,140904102,32,Town: Distant
LITTLEFIELD H S,140904001,32,Town: Distant
LITTLEFIELD J H,140904041,32,Town: Distant
LITTLEFIELD PRI,140904103,32,Town: Distant
LIVE OAK ACADEMY,105906004,41,Rural: Fringe
LIVE OAK EL,246909120,11,City: Large
LIVE OAK LEARNING CENTER,4901103,32,Town: Distant
LIVE OAK RIDGE MIDDLE,14906050,12,City: Midsize
LIVELY EL,57912112,12,City: Midsize
LIVELY MIDDLE,227901043,11,City: Large
LIVINGSTON H S,187907002,41,Rural: Fringe
LIVINGSTON H S ACADEMY,187907004,41,Rural: Fringe
LIVINGSTON J H,187907041,41,Rural: Fringe
LIZZIE CURTIS EL,61911121,11,City: Large
LIZZIE NELL CUNDIFF MCCLURE EL,43907126,22,Suburb: Midsize
LLANO EL,150901101,33,Town: Remote
LLANO H S,150901001,41,Rural: Fringe
LLANO J H,150901041,41,Rural: Fringe
LLOYD & DOLLY BENTSEN EL,108911107,12,City: Midsize
LLOYD M BENTSEN EL,108912116,21,Suburb: Large
LLOYD R FERGUSON EL,84910117,21,Suburb: Large
LOCKE HILL EL,15915109,11,City: Large
LOCKHART EL,101912195,11,City: Large
LOCKHART H S,28902001,31,Town: Fringe
LOCKHART J H,28902045,31,Town: Fringe
LOCKHART PRIDE H S,28902038,31,Town: Fringe
LOCKNEY DAEP,77902003,33,Town: Remote
LOCKNEY EL,77902101,43,Rural: Remote
LOCKNEY H S,77902001,43,Rural: Remote
LOCKNEY J H,77902041,43,Rural: Remote
LOGAN EL,71902128,11,City: Large
LOHN SCHOOL,160905001,43,Rural: Remote
LOIS F GIDDENS EL,246913106,21,Suburb: Large
LOIS LINDSEY EL,43901118,22,Suburb: Midsize
LOMA PARK EL,15905112,11,City: Large
LOMA TERRACE EL,71905109,11,City: Large
LOMA VERDE,71909121,11,City: Large
LOMAX EL,101916106,21,Suburb: Large
LOMAX J H,101916043,21,Suburb: Large
LOMETA SCHOOL,141902001,43,Rural: Remote
LONDON EL,178906101,41,Rural: Fringe
LONDON H S,178906001,41,Rural: Fringe
LONDON INT,178906103,41,Rural: Fringe
LONDON MIDDLE,178906041,41,Rural: Fringe
LONE OAK EL,116906101,42,Rural: Distant
LONE OAK H S,116906001,42,Rural: Distant
LONE OAK MIDDLE,116906041,42,Rural: Distant
LONE STAR EARLY CHILDHOOD CENTER,46901102,13,City: Small
LONE STAR EL,170903105,41,Rural: Fringe
LONE STAR EL,220907113,11,City: Large
LONE STAR H S,43905008,41,Rural: Fringe
LONE STAR H S CENTRAL,227622008,42,Rural: Distant
LONE STAR H S NORTH,227622005,32,Town: Distant
LONE STAR H S SOUTH,227622004,13,City: Small
LONE STAR H S SOUTHEAST,227622006,33,Town: Remote
LONE STAR H S WEST,227622009,33,Town: Remote
LONE STAR LANGUAGE ACADEMY,43802101,11,City: Large
LONG ACADEMY,101912059,11,City: Large
LONG EARLY LEARNING CENTER,221901156,12,City: Midsize
LONG EL,165901112,12,City: Midsize
LONG EL,31903120,13,City: Small
LONG MIDDLE,57903044,11,City: Large
LONGBRANCH EL,70908105,21,Suburb: Large
LONGFELLOW EL,101912196,11,City: Large
LONGFELLOW MIDDLE,15907050,11,City: Large
LONGS CREEK EL,15910134,11,City: Large
LONGVIEW H S,92903001,13,City: Small
LOOP SCHOOL,83902001,43,Rural: Remote
LOOSCAN EL,101912197,11,City: Large
LOPEZ EARLY COLLEGE H S,31901007,12,City: Midsize
LOPEZ MIDDLE,15910057,11,City: Large
LOPEZ-RIGGINS EL,31906104,22,Suburb: Midsize
LORAINE SCHOOL,168902001,42,Rural: Distant
LORAINE T GOLBOW EL,101914113,21,Suburb: Large
LORENA EL,161907101,41,Rural: Fringe
LORENA HIGH,161907001,41,Rural: Fringe
LORENA MIDDLE,161907041,41,Rural: Fringe
LORENA PRI,161907102,41,Rural: Fringe
LORENE ROGERS MIDDLE,43912041,41,Rural: Fringe
LORENE SMITH KIRKPATRICK EL,70915101,42,Rural: Distant
LORENZO DE ZAVALA EL,57905260,11,City: Large
LORENZO DE ZAVALA ENVIRONMENTAL SCIENCE ACADEMY,57910119,21,Suburb: Large
LORENZO DE ZAVALA MIDDLE,188901049,12,City: Midsize
LORENZO DE ZAVALA MIDDLE,57912048,12,City: Midsize
LORENZO DE ZAVALA MIDDLE,108912041,41,Rural: Fringe
LORENZO ISD,54902001,42,Rural: Distant
LORENZO LOYA PRI,71904102,21,Suburb: Large
LOS CUATES MIDDLE,31906041,22,Suburb: Midsize
LOS ENCINOS SES,178904121,11,City: Large
LOS FRESNOS EL,31906101,22,Suburb: Midsize
LOS FRESNOS H S,31906001,22,Suburb: Midsize
LOS OBISPOS MIDDLE,240903047,11,City: Large
LOS REYES EL,15915236,41,Rural: Fringe
LOSOYA MIDDLE,15917103,41,Rural: Fringe
LOSOYA MIDDLESCHOOL,15917043,41,Rural: Fringe
LOST PINES EL,11901110,41,Rural: Fringe
LOTSPEICH EL,178909103,31,Town: Fringe
LOUIS G LOBIT EL,84901102,41,Rural: Fringe
LOUISE CABANISS EL,220908122,21,Suburb: Large
LOUISE EL,241906101,42,Rural: Distant
LOUISE H S,241906001,42,Rural: Distant
LOUISE J H,241906041,42,Rural: Distant
LOUISE WOLFF KAHN EL,57905275,11,City: Large
LOVE EL,101912198,11,City: Large
LOVEJOY H S,43919001,21,Suburb: Large
LOVELADY EL,113903102,43,Rural: Remote
LOVELADY J H H S,113903002,43,Rural: Remote
LOVETT EL,101912199,11,City: Large
LOWE EL,43911106,22,Suburb: Midsize
LOWELL H STRIKE MIDDLE,61914044,21,Suburb: Large
LOWELL MIDDLE,15907051,11,City: Large
LOWELL SMITH JR MIDDLE,126903041,41,Rural: Fringe
LOWERY EL,101907116,21,Suburb: Large
LOWERY FRESHMAN CENTER,43901002,21,Suburb: Large
LOWERY ROAD,220905219,11,City: Large
LUBBOCK CO J J A E P,152901015,11,City: Large
LUBBOCK CO J J A E P,152907003,11,City: Large
LUBBOCK CO JUVENILE JUSTICE CTR,152901017,11,City: Large
LUBBOCK H S,152901022,11,City: Large
LUBBOCK-COOPER BUSH MIDDLE,152906042,41,Rural: Fringe
LUBBOCK-COOPER CENTRAL EL,152906105,41,Rural: Fringe
LUBBOCK-COOPER EAST EL,152906106,41,Rural: Fringe
LUBBOCK-COOPER H S,152906001,41,Rural: Fringe
LUBBOCK-COOPER MIDDLE,152906041,41,Rural: Fringe
LUBBOCK-COOPER NEW HOPE ACADEMY,152906003,41,Rural: Fringe
LUBBOCK-COOPER NORTH EL,152906103,11,City: Large
LUBBOCK-COOPER SOUTH EL,152906101,41,Rural: Fringe
LUBBOCK-COOPER WEST EL,152906104,11,City: Large
LUCAS PK,123910133,41,Rural: Fringe
LUCILE HENDRICKS EL,108906129,12,City: Midsize
LUCILLE NASH EL,129903114,32,Town: Distant
LUCIO MIDDLE,31901051,12,City: Midsize
LUCKEY RANCH EL,163908106,41,Rural: Fringe
LUCY MAE MCDONALD EL,70905105,41,Rural: Fringe
LUCY REDE FRANCO MIDDLE,189902041,41,Rural: Fringe
LUCYLE COLLINS MIDDLE SCHOOL,220910042,11,City: Large
LUDI PENA MARTIN ACCELERATED EDUCATION CENTER,179901002,41,Rural: Fringe
LUEDERS-AVOCA EL/J H,127905101,42,Rural: Distant
LUEDERS-AVOCA H S,127905001,42,Rural: Distant
LUELLA MERRETT EL,220905157,11,City: Large
LUFKIN H S,3903001,33,Town: Remote
LUFKIN MIDDLE,3903044,33,Town: Remote
LUJAN-CHAVEZ EL,71909119,11,City: Large
LULA BELLE GOODMAN EL,79907139,21,Suburb: Large
LULING H S,28903001,32,Town: Distant
LULING PRI,28903104,32,Town: Distant
LUMBERTON EARLY CHILDHOOD SCH,100907102,22,Suburb: Midsize
LUMBERTON H S,100907001,22,Suburb: Midsize
LUMBERTON INT,100907103,22,Suburb: Midsize
LUMBERTON MIDDLE,100907041,22,Suburb: Midsize
LUMBERTON PRI,100907101,22,Suburb: Midsize
LUMIN LINDSLEY PARK COMMUNITY SCHOOL,57805101,11,City: Large
LUNA EL,57909139,21,Suburb: Large
LUNA MIDDLE,15915054,21,Suburb: Large
LYFORD EL,245902106,32,Town: Distant
LYFORD H S,245902001,32,Town: Distant
LYFORD MIDDLE,245902041,32,Town: Distant
LYLES MIDDLE,57909051,21,Suburb: Large
LYNDON B JOHNSON,240903009,11,City: Large
LYNDON B JOHNSON DAEP,57910004,21,Suburb: Large
LYNDON B JOHNSON EL,16901101,42,Rural: Distant
LYNDON B JOHNSON H S,16901001,42,Rural: Distant
LYNDON B JOHNSON MIDDLE,108909043,21,Suburb: Large
LYNDON B JOHNSON MIDDLE,16901041,42,Rural: Distant
LYNN LUCAS MIDDLE,170904042,22,Suburb: Midsize
LYONS EL,101912128,11,City: Large
LYTLE DAEP,7904002,31,Town: Fringe
LYTLE EL,7904101,31,Town: Fringe
LYTLE H S,7904001,41,Rural: Fringe
LYTLE J H,7904041,41,Rural: Fringe
LYTLE PRIMARY SCHOOL,7904103,31,Town: Fringe
M B NORTH E C LRN CTR,181906104,22,Suburb: Midsize
M L KING ACADEMY,15907142,11,City: Large
M L KING MIDDLE,123910043,12,City: Midsize
M L PHILLIPS EL,220905154,11,City: Large
M RIVAS EL,108902111,21,Suburb: Large
MABANK H S,129905001,32,Town: Distant
MABANK INT,129905106,32,Town: Distant
MABANK J H,129905041,32,Town: Distant
MACARIA DELA GARZA GORENA EL,108904131,13,City: Small
MACARIO GARCIA MIDDLE,79907049,21,Suburb: Large
MACARTHUR EL,101910107,21,Suburb: Large
MACARTHUR EL-INT,71902129,11,City: Large
MACARTHUR H S,101902003,21,Suburb: Large
MACARTHUR H S,15910002,11,City: Large
MACARTHUR H S,57912003,12,City: Midsize
MACDONELL EL,240901109,11,City: Large
MACGREGOR EL,101912201,11,City: Large
MACKENZIE MIDDLE,152901067,11,City: Large
MACKEY EL,57914131,21,Suburb: Large
MADELEY RANCH EL,170903106,31,Town: Fringe
MADING EL,101912203,11,City: Large
MADISON EL,15907148,11,City: Large
MADISON H S,15910005,11,City: Large
MADISON H S,101912010,11,City: Large
MADISON MIDDLE,221901044,12,City: Midsize
MADISONVILLE EL,154901101,32,Town: Distant
MADISONVILLE H S,154901001,32,Town: Distant
MADISONVILLE INT,154901102,32,Town: Distant
MADISONVILLE J H,154901041,32,Town: Distant
MAE LUSTER STEPHENS J H,34905041,43,Rural: Remote
MAE SMYTHE EL,101917117,21,Suburb: Large
MAE STEVENS EARLY LEARNING ACADEMY,50910105,22,Suburb: Midsize
MAEDGEN EL,152901170,11,City: Large
MAGEE EL,178903103,11,City: Large
MAGNOLIA EL,170906102,31,Town: Fringe
MAGNOLIA EL,20908114,21,Suburb: Large
MAGNOLIA H S,170906001,41,Rural: Fringe
MAGNOLIA INT,170906061,31,Town: Fringe
MAGNOLIA J H,170906041,31,Town: Fringe
MAGNOLIA MONTESSORI FOR ALL,227826101,11,City: Large
MAGNOLIA PARKWAY EL,170906109,41,Rural: Fringe
MAGNOLIA WEST H S,170906002,41,Rural: Fringe
MAGOFFIN MIDDLE,71902047,11,City: Large
MAGRILL EC/PK/K,101902162,21,Suburb: Large
MAHAFFEY EL,101915132,41,Rural: Fringe
MAHANAY EL,101903106,11,City: Large
MAIN STREET INT,246911102,31,Town: Fringe
MAINLAND PREPARATORY ACADEMY,221801062,22,Suburb: Midsize
MAINSPRING SCHOOLS,227901197,11,City: Large
MAJOR CHENEY EL AT SOUTH BIRDVILLE,220902109,21,Suburb: Large
MALAKOFF ALTERNATIVE PROGRAM (MAP),107906003,33,Town: Remote
MALAKOFF EL,107906102,33,Town: Remote
MALAKOFF H S,107906001,41,Rural: Fringe
MALAKOFF MIDDLE,107906041,33,Town: Remote
MALALA YOUSAFZAI,79907156,21,Suburb: Large
MALCOLM RECTOR TECHNICAL H S,174904005,33,Town: Remote
MALONE EL,109908101,42,Rural: Distant
MALTA EL,19910101,42,Rural: Distant
MAMBRINO SCHOOL,111901107,32,Town: Distant
MANARA ACADEMY,57844101,12,City: Midsize
MANARA LEADERSHIP ACADEMY,57844001,12,City: Midsize
MANARA STEM ACADEMY - ARLINGTON,57844102,11,City: Large
MANCE PARK MIDDLE,236902042,32,Town: Distant
MANDARIN IMMERSION MAGNET SCHOOL,101912460,11,City: Large
MANFORD WILLIAMS EL,79901111,21,Suburb: Large
MANN MIDDLE,221901045,12,City: Midsize
MANN MIDDLE,188901046,12,City: Midsize
MANOR EL,227907101,41,Rural: Fringe
MANOR EXCEL ACADEMY,227907002,21,Suburb: Large
MANOR H S,227907001,41,Rural: Fringe
MANOR MIDDLE,227907041,41,Rural: Fringe
MANOR MIDDLE,14906044,12,City: Midsize
MANOR NEW TECHNOLOGY HIGH,227907004,41,Rural: Fringe
MANOR NEW TECHNOLOGY MIDDLE,227907043,41,Rural: Fringe
MANSFIELD FRONTIER H S,220908008,21,Suburb: Large
MANSFIELD H S,220908003,21,Suburb: Large
MANSFIELD LAKE RIDGE H S,220908007,21,Suburb: Large
MANSFIELD LEGACY H S,220908005,21,Suburb: Large
MANSFIELD SUMMIT H S,220908002,11,City: Large
MANSFIELD TIMBERVIEW H S,220908004,11,City: Large
MANUAL GUAJARDO JR EL,84906104,22,Suburb: Midsize
MANUEL JARA EL,220905114,11,City: Large
MANVEL H S,20901002,41,Rural: Fringe
MANVEL J H,20901047,41,Rural: Fringe
MANZANO MIDDLE,31901055,12,City: Midsize
MAPLE LAWN EL,57905181,11,City: Large
MAPLEBROOK EL,101913119,11,City: Large
MAPLEWOOD EL,227901122,11,City: Large
MARATHON INDEPENDENT SCHOOL DIST,22902001,43,Rural: Remote
MARBLE FALLS EL,27904101,32,Town: Distant
MARBLE FALLS H S,27904001,41,Rural: Fringe
MARBLE FALLS MIDDLE,27904041,32,Town: Distant
MARCELL EL,108908104,13,City: Small
MARCELLA EL,101902145,11,City: Large
MARCIA R GARZA,108909134,21,Suburb: Large
MARCUS H S,61902002,21,Suburb: Large
MARCY EL,114901110,32,Town: Distant
MARFA SCHOOLS,189901001,43,Rural: Remote
MARGARET B HENDERSON EL,57905152,11,City: Large
MARGARET L FELTY EL,70912110,21,Suburb: Large
MARGARET S MCWHIRTER EL,84910107,21,Suburb: Large
MARGARET TAYLOR SMITH INT,129902109,41,Rural: Fringe
MARGIL ACADEMY,15907149,11,City: Large
MARGUERITE J LUNDY EL,71902177,11,City: Large
MARIA ALICIA P MUNOZ EL,108902114,41,Rural: Fringe
MARIA MORENO EL,57905272,11,City: Large
MARIAN MANOR EL,71905110,11,City: Large
MARILYN MILLER EL,220910104,11,City: Large
MARINE CREEK COLLEGIATE H S,220905085,11,City: Large
MARINE CREEK EL,220910103,11,City: Large
MARINE CREEK MIDDLE,220918046,11,City: Large
MARION ALTERNATIVE CENTER,94904003,43,Rural: Remote
MARION H S,94904001,21,Suburb: Large
MARION MIDDLE,94904041,21,Suburb: Large
MARJORY VICKERY EL,61902138,21,Suburb: Large
MARK TWAIN DUAL LANGUAGE ACADEMY,15907163,11,City: Large
MARK TWAIN EL,20901103,41,Rural: Fringe
MARK TWAIN EL,57916115,12,City: Midsize
MARK TWAIN LEADERSHIP VANGUARD,57905220,11,City: Large
MARK WHITE EL,101912483,11,City: Large
MARKHAM EL,158902102,42,Rural: Distant
MARLIN EL,73903103,32,Town: Distant
MARLIN HIGH,73903001,32,Town: Distant
MARLIN MIDDLE,73903041,32,Town: Distant
MARSH MIDDLE,220917041,21,Suburb: Large
MARSHALL DURHAM MIDDLE,61902056,21,Suburb: Large
MARSHALL EARLY GRADUATION SCHOOL,102902006,32,Town: Distant
MARSHALL ECH CTR,102902110,32,Town: Distant
MARSHALL EL,101912480,11,City: Large
MARSHALL H S,102902001,32,Town: Distant
MARSHALL H S,15915003,21,Suburb: Large
MARSHALL J H,102902041,32,Town: Distant
MARSHALL KENDRICK MIDDLE,101917145,21,Suburb: Large
MARSHALL MIDDLE,123910046,12,City: Midsize
MARSHALL MIDDLE,101912061,11,City: Large
MART ACADEMIC ALERNATIVE PROGRAM,161908003,42,Rural: Distant
MART EL,161908102,42,Rural: Distant
MART H S,161908002,42,Rural: Distant
MARTHA & JOSH MORRISS MATH & ENGINEERING EL,19907116,13,City: Small
MARTHA HUNT EL,43910145,21,Suburb: Large
MARTHA REID EL,220908116,11,City: Large
MARTHA TURNER REILLY EL,57905198,11,City: Large
MARTI EL,126903103,41,Rural: Fringe
MARTIN DE LEON EL,235902118,13,City: Small
MARTIN EL,123910128,41,Rural: Fringe
MARTIN EL,31901104,12,City: Midsize
MARTIN EL,101903103,11,City: Large
MARTIN EL,15915189,11,City: Large
MARTIN EL,184903108,41,Rural: Fringe
MARTIN H S,220901005,11,City: Large
MARTIN H S,240901001,11,City: Large
MARTIN LUTHER KING JR LEARNING CENTER,57905128,11,City: Large
MARTIN MIDDLE,227901051,11,City: Large
MARTIN MIDDLE,178904050,11,City: Large
MARTIN WALKER EL,50910106,22,Suburb: Midsize
MARTIN WEISS EL,57905226,11,City: Large
MARTINEZ C EL,101912289,11,City: Large
MARTINEZ EL,221901155,12,City: Midsize
MARTINEZ R EL,101912298,11,City: Large
MARTINS MILL EL,234905101,42,Rural: Distant
MARTINS MILL H S,234905001,42,Rural: Distant
MARTINSVILLE SCHOOL,174909001,43,Rural: Remote
MARVIN EL,70912112,21,Suburb: Large
MARY ALLEN EL,211902102,43,Rural: Remote
MARY AUSTIN HOLLEY EL,79907143,21,Suburb: Large
MARY BRANCH EL,21902114,41,Rural: Fringe
MARY BURKS MAREK EL,20901111,21,Suburb: Large
MARY DESHAZO EL,9901101,33,Town: Remote
MARY E SMITHEY PACE H S,57907004,21,Suburb: Large
MARY EVANS EL,43901115,21,Suburb: Large
MARY GRETT SCHOOL,178904143,11,City: Large
MARY HARPER MIDDLE,82902041,41,Rural: Fringe
MARY HARRIS EL,220912114,11,City: Large
MARY HELEN BERLANGA EL,178904104,11,City: Large
MARY HOGE MIDDLE,108913041,21,Suburb: Large
MARY JO SHEPPARD EL,220908118,21,Suburb: Large
MARY LILLARD I S,220908206,21,Suburb: Large
MARY LOU HARTMAN,15916115,11,City: Large
MARY MCLEOD BETHUNE EL,57905274,11,City: Large
MARY ORR INT,220908201,21,Suburb: Large
MASON EL,157901101,43,Rural: Remote
MASON H S,157901001,43,Rural: Remote
MASON J H,157901041,43,Rural: Remote
MASSEY RANCH EL,20908112,21,Suburb: Large
MATA INT,101903143,11,City: Large
MATAGORDA SCHOOL,158904101,43,Rural: Remote
MATH/SCIENCE/TECH MAGNET,57916142,12,City: Midsize
MATHEWS EL,227901123,11,City: Large
MATHEWS EL,43910122,11,City: Large
MATHIS EL,205904101,32,Town: Distant
MATHIS H S,205904001,32,Town: Distant
MATHIS INT,205904102,32,Town: Distant
MATHIS MIDDLE,205904041,32,Town: Distant
MATIAS DE LLANO EL,240903116,11,City: Large
MATTHEWS LEARNING CENTER,152901011,11,City: Large
MATTHYS EL,101917134,21,Suburb: Large
MATZKE EL,101907105,21,Suburb: Large
MAUD SCHOOL,19903001,42,Rural: Distant
MAUDE I LOGAN EL,220905124,11,City: Large
MAUDE MAE KIRCHNER EL,159901107,43,Rural: Remote
MAUDE MOORE WOOD EL,14906141,12,City: Midsize
MAUDRIE WALTON EL,220905160,11,City: Large
MAURICE L WOLFE EL,101914101,11,City: Large
MAURICEVILLE EL,181908102,41,Rural: Fringe
MAURICEVILLE MIDDLE,181908042,41,Rural: Fringe
MAURINE CAIN MIDDLE,199901043,21,Suburb: Large
MAUS MIDDLE,43905052,22,Suburb: Midsize
MAVERICK EL,15907150,11,City: Large
MAX H SIMPSON EL,70912115,41,Rural: Fringe
MAX O VAUGHAN EL,43901106,21,Suburb: Large
MAXDALE EL,14906129,12,City: Midsize
MAXFIELD EL,67904101,43,Rural: Remote
MAY EL,25905101,43,Rural: Remote
MAY EL,15915157,11,City: Large
MAY H S,25905001,43,Rural: Remote
MAYA ANGELOU H S,57905030,11,City: Large
MAYDE CREEK EL,101914111,21,Suburb: Large
MAYDE CREEK H S,101914005,21,Suburb: Large
MAYDE CREEK J H,101914043,21,Suburb: Large
MAYES EL,91903112,13,City: Small
MAYPEARL H S,70915001,42,Rural: Distant
MAYPEARL MIDDLE,70915041,42,Rural: Distant
MAYPEARL PRI,70915102,42,Rural: Distant
MCALLEN H S,108906001,12,City: Midsize
MCANALLY INT,184907110,31,Town: Fringe
MCANDREW EL,15915230,41,Rural: Fringe
MCAULIFFE EL,108906123,12,City: Midsize
MCAULIFFE EL,61902114,21,Suburb: Large
MCBEE EL,227901165,11,City: Large
MCCALL EL,184907104,41,Rural: Fringe
MCCALL EL,43910135,11,City: Large
MCCALLUM H S,227901005,11,City: Large
MCCAMEY H S,231901001,43,Rural: Remote
MCCAMEY MIDDLE,231901041,43,Rural: Remote
MCCAMEY PRI,231901102,43,Rural: Remote
MCCARROLL MIDDLE,249905041,32,Town: Distant
MCCLENDON EL,43918101,41,Rural: Fringe
MCCOLLUM H S,15904002,11,City: Large
MCCOY EL,57903114,21,Suburb: Large
MCCULLOCH INTERMEDIATE SCHOOL,57911105,21,Suburb: Large
MCCULLOUGH J H,170902053,13,City: Small
MCDADE EL,11905101,42,Rural: Distant
MCDADE H S,11905001,42,Rural: Distant
MCDADE JJAEP,11905011,42,Rural: Distant
MCDERMOTT EL,15915158,11,City: Large
MCDONALD MIDDLE,57914044,21,Suburb: Large
MCDOUGLE EL,101915122,21,Suburb: Large
MCDOWELL MIDDLE,163904041,32,Town: Distant
MCFEE EL,101907150,21,Suburb: Large
MCGILL EL,226903115,12,City: Midsize
