Campus Name,Campus,Campus Type,Campus Type Description
SOUTH OAK CLIFF H S,57905016,11,City: Large
SOUTH PALM GARDENS H S,108913003,21,Suburb: Large
SOUTH PARK MIDDLE,123910045,12,City: Midsize
SOUTH SAN ANTONIO H S,15908001,11,City: Large
SOUTH SHAVER EL,101917119,21,Suburb: Large
SOUTH TEXAS ISD HEALTH PROFESSIONS,31916004,41,Rural: Fringe
SOUTH TEXAS ISD MEDICAL PROFESSIONS,31916003,41,Rural: Fringe
SOUTH TEXAS ISD PREPARATORY ACADEMY,31916041,13,City: Small
SOUTH TEXAS ISD RISING SCHOLARS ACADEMY,31916042,22,Suburb: Midsize
SOUTH TEXAS ISD SCIENCE ACADEMY,31916005,41,Rural: Fringe
SOUTH TEXAS ISD WORLD SCHOLARS,31916001,13,City: Small
SOUTH WACO EL,161914130,12,City: Midsize
SOUTH WARD EL,92903124,13,City: Small
SOUTHARD MIDDLE,43911042,41,Rural: Fringe
SOUTHEAST EARLY CHILDHOOD CENTER,177902101,32,Town: Distant
SOUTHEAST EL,177902105,32,Town: Distant
SOUTHERN HILLS EL,243905129,12,City: Midsize
SOUTHGATE EL,57909113,21,Suburb: Large
SOUTHLAND SCHOOL,85903001,42,Rural: Distant
SOUTHMAYD EL,101912244,11,City: Large
SOUTHMORE INT,101917047,21,Suburb: Large
SOUTHMOST EL,31901131,12,City: Midsize
SOUTHRIDGE EL,61902131,21,Suburb: Large
SOUTHSIDE ALTER CTR,15917002,41,Rural: Fringe
SOUTHSIDE EL,20902103,23,Suburb: Small
SOUTHSIDE EL,146901103,31,Town: Fringe
SOUTHSIDE EL,1907107,32,Town: Distant
SOUTHSIDE EL,129905104,32,Town: Distant
SOUTHSIDE H S,15917001,41,Rural: Fringe
SOUTHWEST EL,14903104,23,Suburb: Small
SOUTHWEST EL,15912101,41,Rural: Fringe
SOUTHWEST H S,220905014,11,City: Large
SOUTHWEST H S,15912001,41,Rural: Fringe
SOUTHWEST KEY PROGRAM,108906009,12,City: Midsize
SOUTHWEST LEGACY H S,15912005,41,Rural: Fringe
SOUTHWEST PREP NORTHWEST EL,15807101,11,City: Large
SOUTHWEST PREPARATORY SCHOOL,15807001,11,City: Large
SOUTHWEST PREPARATORY SCHOOL-NORTHWEST,15807004,11,City: Large
SOUTHWEST PREPARATORY SOUTHEAST CAMPUS,15807002,11,City: Large
SOUTHWEST SCHOOLS BISSONNET EL CAMPUS,101838102,11,City: Large
SOUTHWEST SCHOOLS MANGUM EL CAMPUS,101838104,11,City: Large
SOUTHWOOD VALLEY EL,21901104,12,City: Midsize
SP ED CO-OP,54901200,43,Rural: Remote
SPACE CENTER INT,84910044,11,City: Large
SPARKS EL,43905112,21,Suburb: Large
SPARKS ELEMENTARY,101917131,21,Suburb: Large
SPARTA EL,14903109,23,Suburb: Small
SPEARMAN H S,98904001,33,Town: Remote
SPEARMAN J H,98904041,33,Town: Remote
SPEARS EL,43905111,21,Suburb: Large
SPEC RAFAEL HERNANDO MIDDLE,71909048,11,City: Large
SPECIAL SERVICES,3903141,33,Town: Remote
SPEEGLEVILLE EL,161903103,41,Rural: Fringe
SPEER EL,220901112,11,City: Large
SPENCE EL,101902132,21,Suburb: Large
SPICER ALTER ED CTR,8901002,32,Town: Distant
SPICEWOOD EL,27904104,42,Rural: Distant
SPICEWOOD EL,246909105,11,City: Large
SPICEWOOD PARK EL,15912110,11,City: Large
SPILLANE MIDDLE,101907054,21,Suburb: Large
SPLENDORA H S,170907001,41,Rural: Fringe
SPLENDORA J H,170907041,41,Rural: Fringe
SPRING BRANCH ACADEMIC INSTITUTE,101920018,11,City: Large
SPRING BRANCH EL,101920114,11,City: Large
SPRING BRANCH MIDDLE,46902044,41,Rural: Fringe
SPRING BRANCH MIDDLE,101920043,21,Suburb: Large
SPRING CREEK EL,21901111,12,City: Midsize
SPRING CREEK EL,57916118,11,City: Large
SPRING CREEK EL,57909138,21,Suburb: Large
SPRING CREEK SCHOOL,117907101,42,Rural: Distant
SPRING EARLY COLLEGE ACADEMY,101919021,21,Suburb: Large
SPRING FOREST MIDDLE,101920045,11,City: Large
SPRING GARDEN EL,220916121,21,Suburb: Large
SPRING H S,101919001,21,Suburb: Large
SPRING HILL H S,92907001,13,City: Small
SPRING HILL INT,92907101,13,City: Small
SPRING HILL J H,92907042,13,City: Small
SPRING HILL PRI,92907103,13,City: Small
SPRING LAKE PARK EL,19907111,13,City: Small
SPRING LEADERSHIP ACADEMY,101919052,11,City: Large
SPRING MEADOWS EL,15916110,21,Suburb: Large
SPRING OAKS MIDDLE,101920046,11,City: Large
SPRING SHADOW EL,101920120,11,City: Large
SPRING VALLEY EL,57916113,11,City: Large
SPRING VALLEY EL,161903104,22,Suburb: Midsize
SPRING WOODS H S,101920003,11,City: Large
SPRING WOODS MIDDLE,101920044,11,City: Large
SPRINGDALE EL,220905168,11,City: Large
SPRINGHILL EL,227904109,21,Suburb: Large
SPRINGLAKE-EARTH ELEM/MIDDLE SCHOOL,140907101,43,Rural: Remote
SPRINGLAKE-EARTH H S,140907001,43,Rural: Remote
SPRINGRIDGE EL,57916124,12,City: Midsize
SPRINGTOWN EL,184902106,31,Town: Fringe
SPRINGTOWN H S,184902001,31,Town: Fringe
SPRINGTOWN INT,184902108,31,Town: Fringe
SPRINGTOWN MIDDLE,184902041,31,Town: Fringe
SPRINGTOWN RENO EL,184902107,41,Rural: Fringe
SPRINGWOODS VILLAGE MIDDLE,101919051,21,Suburb: Large
SPUR SCHOOL,63903001,43,Rural: Remote
SPURGER EL,229905101,43,Rural: Remote
SPURGER H S,229905001,43,Rural: Remote
SSG MANUEL R PUENTES,71909049,41,Rural: Fringe
ST ANTHONY ACADEMY,57836101,11,City: Large
ST ANTHONY SCHOOL,57836041,11,City: Large
ST ELMO EL,227901136,11,City: Large
ST MARY'S ACADEMY CHARTER SCHOOL,13801101,32,Town: Distant
ST PHILIP'S COLLEGE EARLY COLLEGE H S WITH SAISD,15907025,11,City: Large
STACY KAYE DANIELSON MIDDLE,246913049,41,Rural: Fringe
STAFF SERGEANT LUCIAN ADAMS EL,123907116,13,City: Small
STAFFORD ADJUSTMENT CENTER,79910002,21,Suburb: Large
STAFFORD CENTER,15905125,11,City: Large
STAFFORD EL,15905114,11,City: Large
STAFFORD EL,70907101,42,Rural: Distant
STAFFORD EL,79910102,21,Suburb: Large
STAFFORD H S,79910001,21,Suburb: Large
STAFFORD INT,79910103,21,Suburb: Large
STAFFORD MIDDLE,43905049,21,Suburb: Large
STAFFORD MIDDLE,79910041,21,Suburb: Large
STAFFORD PRI,79910101,21,Suburb: Large
STAHL EL,15910125,11,City: Large
STALEY MIDDLE,43905041,21,Suburb: Large
STAMFORD H S,127906001,32,Town: Distant
STAMFORD MIDDLE,127906041,32,Town: Distant
STANLEY C STANLEY EL,101914132,21,Suburb: Large
STANTON EL,71902141,11,City: Large
STANTON EL,156902101,42,Rural: Distant
STANTON H S,156902001,42,Rural: Distant
STANTON MIDDLE,156902041,42,Rural: Distant
STANTON-SMITH EL,212906114,22,Suburb: Midsize
STARK EL,57903106,21,Suburb: Large
STARKEY EL,133903102,33,Town: Remote
STARRETT EL,220901140,21,Suburb: Large
STARS ACCELERATED H S,111901002,32,Town: Distant
STARTZVILLE EL,46902105,41,Rural: Fringe
STEADHAM EL,57909154,21,Suburb: Large
STEAM AT THE FINE ARTS ACADEMY,15905015,11,City: Large
STEAM MIDDLE,126902043,21,Suburb: Large
STEELE MONTESSORI ACADEMY,15907166,11,City: Large
STEHLIK EL,101902139,21,Suburb: Large
STEINER RANCH EL,246913107,21,Suburb: Large
STELL MIDDLE,31901044,12,City: Midsize
STELLE CLAUGHTON MIDDLE,101919047,21,Suburb: Large
STEM ACADEMY - LEWISVILLE,221801034,21,Suburb: Large
STEP CHARTER EL,101859101,11,City: Large
STEP CHARTER II,101859102,11,City: Large
STEPHANIE CRAVENS EARLY CHILDHOOD,101924107,21,Suburb: Large
STEPHEN C FOSTER EL,57905145,11,City: Large
STEPHEN F AUSTIN,21902041,13,City: Small
STEPHEN F AUSTIN EL,79901114,21,Suburb: Large
STEPHEN F AUSTIN EL,101911102,13,City: Small
STEPHEN F AUSTIN ENVIRONMENTAL SCIENCE ACADEMY,57910101,21,Suburb: Large
STEPHEN F AUSTIN H S,79907007,21,Suburb: Large
STEPHEN F AUSTIN PRI,152903101,31,Town: Fringe
STEPHEN F AUSTIN STATE UNIVERSITY CHARTER SCHOOL,174801101,33,Town: Remote
STEPHENS EL,101902119,21,Suburb: Large
STEPHENS EL,61901123,21,Suburb: Large
STEPHENVILLE H S,72903001,33,Town: Remote
STEPPING STONES ACADEMY,130801003,11,City: Large
STERLING CITY SCHOOL,216901001,43,Rural: Remote
STERLING H FLY JR H S,254901042,33,Town: Remote
STERLING H S,101911003,13,City: Small
STERLING H S,101912014,11,City: Large
STEUBING EL,15915161,11,City: Large
STEUBING RANCH EL,15910141,11,City: Large
STEVENS EL,101912245,11,City: Large
STEVENS H S,15915022,11,City: Large
STEVENS PARK EL,57905211,11,City: Large
STEVENSON MIDDLE,15915047,11,City: Large
STEVENSON MIDDLE,101912098,11,City: Large
STEWART CREEK EL,170903104,41,Rural: Fringe
STEWART EL,170902130,41,Rural: Fringe
STEWART EL,152901180,11,City: Large
STEWART EL,84908103,22,Suburb: Midsize
STEWART EL,236902101,32,Town: Distant
STEWARTS CREEK EL,61902111,21,Suburb: Large
STILLMAN MIDDLE,31901054,41,Rural: Fringe
STILWELL TECH CTR/CATE,123907004,13,City: Small
STINSON EL,43910139,12,City: Midsize
STINSON MIDDLE,15915050,11,City: Large
STOCKDALE EL,247906101,42,Rural: Distant
STOCKDALE H S,247906001,42,Rural: Distant
STOCKDALE J H,247906041,42,Rural: Distant
STOCKDICK J H,101914055,41,Rural: Fringe
STONE OAK EL,15910133,11,City: Large
STONEGATE EL,220916110,21,Suburb: Large
STONEWALL EL,86901103,43,Rural: Remote
STONEWALL/FLANDERS EL,15904105,11,City: Large
STONY POINT H S,246909007,12,City: Midsize
STORM EL,15907169,11,City: Large
STORY INT,1907110,32,Town: Distant
STOVALL EC/PK/K,101902167,11,City: Large
STOVALL MIDDLE,101902044,11,City: Large
STRACK INT,101915044,21,Suburb: Large
STRATFORD H S,211902001,43,Rural: Remote
STRATFORD H S,101920006,11,City: Large
STRATFORD J H,211902041,43,Rural: Remote
STRAWN SCHOOL,182905001,43,Rural: Remote
STREET EL,204901102,42,Rural: Distant
STRICKLAND MIDDLE,61901044,12,City: Midsize
STRIPLING MIDDLE,220905058,11,City: Large
STROMAN MIDDLE,235902041,13,City: Small
STUARD EL,184907103,31,Town: Fringe
STUART CAREER TECH H S,101911017,13,City: Small
STUART PLACE EL,31903111,13,City: Small
STUBBLEFIELD ALTERNATIVE ACADEMY,170904003,22,Suburb: Midsize
STUBBLEFIELD LRN CTR,3905004,41,Rural: Fringe
STUBBLEFIELD LRN CTR,3907004,41,Rural: Fringe
STUBBLEFIELD LRN CTR,3903004,41,Rural: Fringe
STUBBLEFIELD LRN CTR,3902004,41,Rural: Fringe
STUBBLEFIELD LRN CTR,3906004,41,Rural: Fringe
STUCHBERY EL,101917123,11,City: Large
STUDENT ALTER PROG,108909004,12,City: Midsize
STUDENT ALTERNATIVE CTR,20902002,23,Suburb: Small
STUDENT OPPORTUNITY CENTER,43905004,21,Suburb: Large
STUDENT REASSIGNMENT CTR,57912009,12,City: Midsize
STUDENT SUPPORT CENTER,178904054,11,City: Large
STULTS ROAD EL,57916114,11,City: Large
SUCCESS H S,220905021,11,City: Large
SUCCESS H S,246909011,12,City: Midsize
SUCHMA EL,170902133,41,Rural: Fringe
SUDAN EL,140908101,43,Rural: Remote
SUDAN H S,140908001,43,Rural: Remote
SUDDERTH EL,238902107,32,Town: Distant
SUDIE L WILLIAMS TALENTED AND GIFTED ACADEMY,57905384,11,City: Large
SUE CREECH EL,101914119,21,Suburb: Large
SUE CROUCH EL,220912111,11,City: Large
SUE EVELYN RATTAN EL,43902103,41,Rural: Fringe
SUGAR GROVE ACADEMY,101912163,11,City: Large
SUGAR LAND MIDDLE,79907043,12,City: Midsize
SUGAR LOAF EL,14906111,12,City: Midsize
SUGAR MILL EL,79907119,12,City: Midsize
SUL ROSS EL,21902110,13,City: Small
SULLIVAN ENVIRONMENTAL SCIENCE ACADEMY,31912110,22,Suburb: Midsize
SULPHUR BLUFF ISD,112910001,43,Rural: Remote
SULPHUR SPRINGS EL,112901108,33,Town: Remote
SULPHUR SPRINGS H S,112901002,33,Town: Remote
SULPHUR SPRINGS MIDDLE,112901041,41,Rural: Fringe
SUMMER CREEK H S,101913014,21,Suburb: Large
SUMMER CREEK MIDDLE,220912043,41,Rural: Fringe
SUMMERWOOD EL,101913120,11,City: Large
SUMMIT HILL EL,91905101,41,Rural: Fringe
SUMMIT LEARNING CENTER,57907005,21,Suburb: Large
SUMMITT EL,227901138,11,City: Large
SUN RIDGE MIDDLE,71909047,11,City: Large
SUN VALLEY EL,15912102,11,City: Large
SUNDOWN EL,101914110,21,Suburb: Large
SUNDOWN EL,110907101,42,Rural: Distant
SUNDOWN H S,110907001,42,Rural: Distant
SUNDOWN J H,110907041,42,Rural: Distant
SUNDOWN LANE EL,191901104,41,Rural: Fringe
SUNNYVALE EL,57919101,41,Rural: Fringe
SUNNYVALE H S,57919001,41,Rural: Fringe
SUNNYVALE INT,57919201,41,Rural: Fringe
SUNNYVALE MIDDLE,57919041,41,Rural: Fringe
SUNRAY EL,171902101,42,Rural: Distant
SUNRAY H S,171902001,42,Rural: Distant
SUNRAY MIDDLE,171902041,42,Rural: Distant
SUNRISE - MCMILLAN EL,220905169,11,City: Large
SUNRISE EL,188901130,12,City: Midsize
SUNSET EL,171901104,33,Town: Remote
SUNSET H S,57905018,11,City: Large
SUNSET VALLEY EL,227901158,21,Suburb: Large
SUNSET VALLEY EL,220907130,11,City: Large
SUSANNA DICKINSON EL,79901115,12,City: Midsize
SUSIE FUENTES EL,105906108,21,Suburb: Large
SUTTON EL,101912248,11,City: Large
SUZANNA DICKINSON EL,57910120,21,Suburb: Large
SWEENY EL,20906104,32,Town: Distant
SWEENY H S,20906002,32,Town: Distant
SWEENY J H,20906041,32,Town: Distant
SWEET HOME EL,143905101,42,Rural: Distant
SWEETWATER H S,177902001,32,Town: Distant
SWEETWATER INT,177902104,32,Town: Distant
SWEETWATER MIDDLE,177902041,32,Town: Distant
SWENKE EL,101907153,21,Suburb: Large
SWIFT EL,220901113,11,City: Large
SYCAMORE EL,220912102,11,City: Large
SYCAMORE SPRINGS EL,105904104,41,Rural: Fringe
SYCAMORE SPRINGS MIDDLE,105904042,41,Rural: Fringe
T A HOWARD MIDDLE,220908042,11,City: Large
T A SIMS EL,220905208,11,City: Large
T E BAXTER EL,70908104,21,Suburb: Large
T F BIRMINGHAM EL,43914102,21,Suburb: Large
T G MCCORD EL,244903105,33,Town: Remote
T G TERRY EL,57905213,11,City: Large
T H MCDONALD J H,101914045,21,Suburb: Large
T H ROGERS SCHOOL,101912039,11,City: Large
T J AUSTIN EL,212905101,12,City: Midsize
T L PINK EL,79901116,21,Suburb: Large
T PRICE EL,108902103,21,Suburb: Large
T R U C E LEARNING CTR,220917004,21,Suburb: Large
T SANCHEZ EL / H OCHOA EL,240901125,11,City: Large
T W BROWNE MIDDLE,57905043,11,City: Large
T W OGG EL,20905108,23,Suburb: Small
TABASCO EL,108912113,21,Suburb: Large
TADLOCK EL,43905128,22,Suburb: Midsize
TADPOLE LRN CTR,220910110,21,Suburb: Large
TAFOLLA MIDDLE,15907061,11,City: Large
TAFT EL,123908104,13,City: Small
TAFT H S,15915007,11,City: Large
TAFT H S,205907001,31,Town: Fringe
TAFT J H,205907041,31,Town: Fringe
TAHOKA EL,153904101,32,Town: Distant
TAHOKA H S,153904001,32,Town: Distant
TAHOKA MIDDLE,153904041,32,Town: Distant
TALKINGTON SCHOOL FOR YOUNG WOMEN LEADERS,152901024,11,City: Large
TALLEY EL,43905143,21,Suburb: Large
TAMARRON EL,79901144,41,Rural: Fringe
TANGLEWOOD EL,220905171,11,City: Large
TANGLEWOOD MIDDLE,101912068,11,City: Large
TANNAHILL INT,220920105,11,City: Large
TARKINGTON H S,146907001,42,Rural: Distant
TARKINGTON INT,146907102,42,Rural: Distant
TARKINGTON MIDDLE,146907041,42,Rural: Distant
TARKINGTON PRI,146907101,42,Rural: Distant
TARRANT CO COLLEGE SOUTH/FORT WORTH COLLEGIATE H S,220905086,11,City: Large
TARRANT CO J J A E P,220901010,11,City: Large
TARRANT CO J J A E P,220918007,11,City: Large
TARRANT CO J J A E P,220917005,11,City: Large
TARRANT CO J J A E P,220908304,11,City: Large
TARRANT CO J J A E P,220906038,11,City: Large
TARRANT CO J J A E P,220916007,11,City: Large
TARRANT CO J J A E P,220907003,11,City: Large
TARRANT CO J J A E P,220920004,11,City: Large
TARRANT COUNTY JJAEP,61911008,11,City: Large
TARRANT YOUTH RECOVERY,220905242,11,City: Large
TARVER EL,14903116,13,City: Small
TARVER EL,240901107,11,City: Large
TARVER-RENDON EL,220908103,41,Rural: Fringe
TASCOSA H S,188901005,12,City: Midsize
TATOM EL,238902108,32,Town: Distant
TATUM EL,43904101,31,Town: Fringe
TATUM EL,201910102,42,Rural: Distant
TATUM H S,201910002,42,Rural: Distant
TATUM MIDDLE,201910041,42,Rural: Distant
TATUM PRI,201910104,42,Rural: Distant
TAVOLA EL,170908114,21,Suburb: Large
TAYLOR COUNTY LEARNING CENTER,221901007,12,City: Midsize
TAYLOR COUNTY LEARNING CENTER,221904105,12,City: Midsize
TAYLOR CREEK EL,141901105,41,Rural: Fringe
TAYLOR EL,221901121,12,City: Midsize
TAYLOR EL,108907102,21,Suburb: Large
TAYLOR EL,220906105,21,Suburb: Large
TAYLOR EL,43905123,11,City: Large
TAYLOR H S,101903003,21,Suburb: Large
TAYLOR H S,101914002,21,Suburb: Large
TAYLOR H S,246911001,41,Rural: Fringe
TAYLOR MIDDLE,246911041,41,Rural: Fringe
TAYLOR RAY EL,79901109,21,Suburb: Large
TAYS J H,101914054,21,Suburb: Large
TBD EARLY CHILDHOOD CENTER,57905308,11,City: Large
TCCSE EARLY COLLEGE H S AT TIMBERVIEW,220908009,11,City: Large
TEAGUE DAEP,81904002,33,Town: Remote
TEAGUE EL,101917128,21,Suburb: Large
TEAGUE EL,81904102,33,Town: Remote
TEAGUE H S,81904001,33,Town: Remote
TEAGUE J H,81904041,33,Town: Remote
TEAGUE LION ACADEMY,81904003,33,Town: Remote
TEAGUE MIDDLE,101902045,21,Suburb: Large
TEAM SCH,126903002,31,Town: Fringe
TECHNOLOGY EXPLORATION AND CAREER CENTER (TECC-E),61902011,41,Rural: Fringe
TED FLORES EL,82903104,33,Town: Remote
TEGELER CAREER CENTER,101917007,21,Suburb: Large
TEJAS SCHOOL OF CHOICE,71905010,11,City: Large
TEJEDA JUNIOR ACADEMY,15904048,11,City: Large
TEJEDA MIDDLE,15910056,11,City: Large
TEKOA ACADEMY OF ACCELERATED STUDIES,123803101,13,City: Small
TEKOA ACADEMY OF ACCELERATED STUDIES,123803041,13,City: Small
TEKOA ACADEMY OF ACCELERATED STUDIES,123803001,13,City: Small
TEKOA ACADEMY OF ACCELERATED STUDIES - ORANGE,123803103,22,Suburb: Midsize
TELLES ACADEMY,71902027,11,City: Large
TEMPLE CHARTER ACADEMY,14803101,41,Rural: Fringe
TEMPLE H S,14909002,13,City: Small
TENAHA SCHOOLS,210904002,42,Rural: Distant
TENIE HOLMES EL,158901102,32,Town: Distant
TENNYSON MIDDLE,161914044,12,City: Midsize
TERAVISTA EL,246909131,21,Suburb: Large
TERRA VISTA MIDDLE,152907042,11,City: Large
TERRACE EL,101920122,11,City: Large
TERRACE HILLS MIDDLE,71902048,11,City: Large
TERRELL ALTERNATIVE EDUCATION CENTER/PHOENIX SCH,129906004,32,Town: Distant
TERRELL EL,91903114,13,City: Small
TERRELL H S,129906002,32,Town: Distant
TERRELL WELLS MIDDLE,15904043,11,City: Large
TERRY MIDDLE,57914048,21,Suburb: Large
TEXANS CAN ACADEMY - AUSTIN,57804006,11,City: Large
TEXANS CAN ACADEMY - CARROLLTON-FARMERS BRANCH,57804003,21,Suburb: Large
TEXANS CAN ACADEMY - DALLAS NORTH,57804001,11,City: Large
TEXANS CAN ACADEMY - FORT WORTH LANCASTER AVENUE,57804008,11,City: Large
TEXANS CAN ACADEMY - FORT WORTH WESTCREEK,57804007,11,City: Large
TEXANS CAN ACADEMY - GARLAND,57804013,21,Suburb: Large
TEXANS CAN ACADEMY - GRANT EAST,57804005,11,City: Large
TEXANS CAN ACADEMY - HOUSTON HOBBY,57804010,11,City: Large
TEXANS CAN ACADEMY - HOUSTON NORTH,57804009,11,City: Large
TEXANS CAN ACADEMY - HOUSTON SOUTHWEST,57804012,11,City: Large
TEXANS CAN ACADEMY - OAK CLIFF,57804002,11,City: Large
TEXANS CAN ACADEMY - PLEASANT GROVE,57804004,11,City: Large
TEXANS CAN ACADEMY - SAN ANTONIO,57804011,11,City: Large
TEXANS CAN ACADEMY AT HIGHLANDS H S,15907030,11,City: Large
TEXAS ACADEMY OF BIOMEDICAL,220905082,11,City: Large
TEXAS CITY H S,84906001,22,Suburb: Midsize
TEXAS CITY J J A E P,84906010,41,Rural: Fringe
TEXAS CONNECTIONS ACADEMY AT HOUSTON,101912100,11,City: Large
TEXAS EARLY COLLEGE H S,183801002,32,Town: Distant
TEXAS EMPOWERMENT ACADEMY,227805041,11,City: Large
TEXAS EMPOWERMENT ACADEMY EL,227805101,11,City: Large
TEXAS H S,19907002,13,City: Small
TEXAS LEADERSHIP OF ABILENE,226801004,12,City: Midsize
TEXAS LEADERSHIP OF ARLINGTON,226801003,11,City: Large
TEXAS LEADERSHIP OF MIDLAND,226801002,12,City: Midsize
TEXAS MIDDLE,19907042,13,City: Small
TEXAS ONLINE PREPARATORY EL,236902108,32,Town: Distant
